"Eye", "Eye", -1, 0, 0, 0, 0, 1, 0, 0, 1, 45, -1, -1, "eyz", "eyz", "eyz", 16, 1, 1, 0, 0, 0, "flpeye", "inveye", "", "", 1, "mpo", 0, 0, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Horn", "Horn", -1, 0, 0, 0, 0, 1, 0, 0, 1, 48, -1, -1, "hrn", "hrn", "hrn", 16, 1, 1, 0, 0, 0, "flphorn", "invhorn", "", "", 1, "aqv", 10, 40, 0, 0, "body", "", "item_monsterbone", 12, "item_monsterbone", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Tail", "Tail", -1, 0, 0, 0, 0, 1, 0, 0, 1, 63, -1, -1, "tal", "tal", "tal", 16, 1, 1, 0, 0, 0, "flptail", "invtail", "", "", 1, "vps", 0, 0, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Flag", "Flag", -1, 0, 0, 0, 0, 1, 0, 0, 1, 98, -1, -1, "flg", "flg", "flg", 16, 1, 1, 0, 0, 0, "flpflag", "invflag", "", "", 0, "xxx", -1, -1, 0, 0, "body", "", "item_lightarmor", 12, "item_lightarmor", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Fang", "Fang", -1, 0, 0, 0, 0, 1, 0, 0, 1, 80, -1, -1, "fng", "fng", "fng", 16, 1, 1, 0, 0, 0, "flpfang", "invfang", "", "", 1, "key", 1, 1, 0, 0, "body", "", "item_monsterbone", 12, "item_monsterbone", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Quill", "Quill", -1, 0, 0, 0, 0, 1, 0, 0, 1, 32, -1, -1, "qll", "qll", "qll", 16, 1, 1, 0, 0, 0, "flpquil", "invquil", "", "", 1, "aqv", 10, 40, 0, 0, "body", "", "item_monsterbone", 12, "item_monsterbone", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Soul", "Soul", -1, 0, 0, 0, 0, 1, 0, 0, 1, 100, -1, -1, "sol", "sol", "sol", 16, 1, 1, 0, 0, 0, "flpsple", "invsple", "", "", 1, "mpo", 0, 0, 0, 0, "body", "", "item_rare", 12, "", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Scalp", "Scalp", -1, 0, 0, 0, 0, 1, 0, 0, 1, 40, -1, -1, "scz", "scz", "scz", 16, 1, 1, 0, 0, 0, "flpscp", "invscp", "", "", 1, "hpf", 0, 0, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Spleen", "Spleen", -1, 0, 0, 0, 0, 1, 0, 0, 1, 85, -1, -1, "spe", "spe", "spe", 16, 1, 1, 0, 0, 0, "flpsple", "invsple", "", "", 1, "gps", 1, 1, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Key", "Skeleton Key", -1, 0, 0, 0, 0, 1, 1, 0, 1, 45, -1, -1, "key", "key", "key", 16, 1, 1, 0, 0, 0, "flpkey", "invkey", "", "", 0, "xxx", -1, -1, 0, 0, "key", "", "item_key", 12, "item_key", 0, 0, 5, 0, 0, 0, 1, 1, 12, 6, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, 5, 9, 5, 9, 255, 1, 2, 1, 2, 255, -1, -1, -1, -1, 255, 6, 9, 6, 9, 255, -1, -1, -1, -1, 255, 2, 3, 2, 3, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, 1, 2, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, 1, -1
"Mephisto Key", "Mephisto Key", -1, 0, 0, 0, 0, 1, 0, 0, 1, 99999, -1, -1, "luv", "key", "luv", 16, 1, 2, 0, 0, 0, "flpmph", "invmph", "", "", 0, "xxx", -1, -1, 0, 0, "key", "", "item_key", 12, "item_key", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 20, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Scroll of Self Resurrect", "scroll of self resurrect", -1, 0, 0, 0, 0, 999, 0, 0, 1, 10000, -1, -1, "xyz", "scr", "xyz", 16, 1, 1, 0, 0, 0, "flpwps", "invxyz", "", "", 0, "xxx", -1, -1, 1, 0, "ques", "", "item_potion", 14, "item_potion_drink", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 19, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Jade Figurine", "jade figurine", -1, 1, 0, 0, 0, 0, 0, 0, 1, 100, -1, -1, "j34", "bks", "j34", 16, 1, 2, 0, 0, 0, "flpjbi", "invjbi", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_rare", 12, "", 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 19, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Gold Bird", "gold bird", -1, 1, 0, 0, 0, 0, 0, 0, 1, 100, -1, -1, "g34", "bks", "g34", 16, 1, 2, 0, 0, 0, "flpgbi", "invgbi", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_rare", 12, "", 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 19, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Lam Esen's Tome", "lam esen's tome", -1, 1, 0, 0, 0, 0, 0, 0, 1, 100, -1, -1, "bbb", "bbb", "bbb", 16, 2, 2, 0, 0, 0, "flpbbb", "invbbb", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_book", 12, "item_book", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 16, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Horadric Cube", "Horadric Cube", -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, "box", "rbk", "box", 16, 2, 2, 0, 0, 0, "flpbox", "invbox", "", "", 0, "xxx", -1, -1, 1, 0, "ques", "", "item_rare", 12, "", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, -1, 0, -1, 7, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Horadric Scroll", "Scroll of Horadric Quest Info", -1, 1, 0, 0, 0, 999, 0, 0, 1, 0, -1, -1, "tr1", "grg", "tr1", 16, 2, 2, 0, 0, 0, "flphscr", "invhscr", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_book", 12, "item_book", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Mephisto SoulStone", "Mephisto SoulStone", -1, 1, 0, 0, 0, 999, 0, 0, 1, 0, -1, -1, "mss", "scr", "mss", 16, 1, 1, 0, 0, 0, "flpmss", "invmss", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_gem", 12, "item_gem", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 23, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Book of Skill", "Book of Skill", -1, 1, 0, 0, 0, 999, 0, 0, 1, 0, -1, -1, "ass", "tbk", "ass", 16, 2, 2, 0, 0, 0, "flpbbk", "invsbk", "", "", 0, "xxx", -1, -1, 1, 0, "ques", "", "item_book", 12, "item_book", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Khalim's Eye", "KhalimEye", -1, 1, 0, 0, 0, 1, 0, 0, 1, 45, -1, -1, "qey", "eyz", "qey", 16, 1, 1, 0, 0, 0, "flpeye", "inveye", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Khalim's Heart", "KhalimHeart", -1, 1, 0, 0, 0, 1, 0, 0, 1, 60, -1, -1, "qhr", "hrt", "qhr", 16, 1, 1, 0, 0, 0, "flphrt", "invhrt", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Khalim's Brain", "KhalimBrain", -1, 1, 0, 0, 0, 1, 0, 0, 1, 60, -1, -1, "qbr", "brz", "qbr", 16, 1, 1, 0, 0, 0, "flpbrnz", "invbrnz", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Ear", "Player Ear", -1, 1, 0, 0, 0, 1, 0, 0, 1, 0, -1, -1, "ear", "ear", "ear", 16, 1, 1, 0, 0, 0, "flpear", "invear", "", "", 0, "xxx", -1, -1, 0, 0, "play", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Chipped Amethyst", "Chipped Amethyst", -1, 1, 0, 0, 1, 2, 1, 0, 1, 500, -1, -1, "gcv", "gcv", "gcv", 16, 1, 1, 0, 0, 0, "flpgsv", "invgsva", "", "", 0, "xxx", -1, -1, 0, 0, "gema", "gem0", "item_gem", 12, "item_gem", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, ItemCount, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Flawed Amethyst", "Flawed Amethyst", -1, 1, 0, 0, 5, 3, 1, 0, 1, 1500, -1, -1, "gfv", "gfv", "gfv", 16, 1, 1, 0, 0, 0, "flpgsv", "invgsvb", "", "", 0, "xxx", -1, -1, 0, 0, "gema", "gem1", "item_gem", 12, "item_gem", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, ItemCount, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Amethyst", "Amethyst", -1, 1, 0, 0, 12, 4, 1, 0, 1, 5000, -1, -1, "gsv", "gsv", "gsv", 16, 1, 1, 0, 0, 0, "flpgsv", "invgsvc", "", "", 0, "xxx", -1, -1, 0, 0, "gema", "gem2", "item_gem", 12, "item_gem", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1,-1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, ItemCount, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
