"Rimeraven", 0, 1, -1, 1, -1, 20, 15, "lbw", "Long Bow", -1, -1, 5, 5000, "dred", "dred", "", "", "", -1, "", "att%", -1, 50, 50, "dex", -1, 3, 3, "explosivearrow", -1, 3, 3, "str", -1, 3, 3, "dmg%", -1, 60, 70, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Piercerib", 0, 1, -1, 1, -1, 27, 20, "cbw", "Composite Bow", -1, -1, 5, 5000, "cred", "", "", "invcbwu", "", -1, "", "res-all", -1, 10, 10, "deadly", -1, 30, 30, "att", -1, 60, 60, "dmg-undead", -1, 100, 100, "dmg%", -1, 40, 60, "swing2", -1, 50, 50, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Pullspite", 0, 1, -1, 1, -1, 34, 25, "sbb", "Short Battle Bow", -1, -1, 5, 5000, "lgrn", "", "", "invsbbu", "", -1, "", "dmg-ltng", -1, 1, 30, "str", -1, 8, 8, "att", -1, 28, 28, "pierce", -1, 25, 25, "res-ltng", -1, 25, 25, "dmg%", -1, 70, 90, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Wizendraw", 0, 1, -1, 1, -1, 35, 26, "lbb", "Long Battle Bow", -1, -1, 5, 5000, "dgrn", "dgrn", "", "", "", -1, "", "magicarrow", -1, 5, 5, "mana", -1, 30, 30, "swing2", -1, 20, 20, "res-cold", -1, 26, 26, "att", -1, 50, 100, "dmg%", -1, 70, 80, "enr", -1, 15, 15, "pierce-cold", -1, 20, 35, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Hellclap", 0, 1, -1, 1, -1, 36, 27, "swb", "Short War Bow", -1, -1, 5, 5000, "cgrn", "", "", "invswbu", "", -1, "", "swing1", -1, 10, 10, "fire-min", -1, 15, 15, "fire-max", -1, 30, 50, "att", -1, 50, 75, "res-fire", -1, 40, 40, "dex", -1, 12, 12, "dmg%", -1, 70, 90, "fireskill", -1, 1, 1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Blastbark", 0, 1, -1, 1, -1, 38, 28, "lwb", "Long War Bow", -1, -1, 5, 5000, "lyel", "lyel", "", "", "", -1, "", "dmg%", -1, 70, 130, "str", -1, 5, 5, "ama", -1, 1, 1, "manasteal", -1, 3, 3, "skill", 16, 2, 2, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Leadcrow", 0, 1, -1, 1, -1, 12, 9, "lxb", "Light Crossbow", -1, -1, 5, 5000, "dyel", "", "", "invlxbu", "", -1, "", "dex", -1, 10, 10, "hp", -1, 10, 10, "dmg%", -1, 70, 70, "res-pois", -1, 30, 30, "deadly", -1, 25, 25, "att", -1, 40, 40, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Ichorsting", 0, 1, -1, 1, -1, 24, 18, "mxb", "Crossbow", -1, -1, 5, 5000, "lgld", "", "", "invmxbu", "", -1, "", "dmg-pois", 75, 102, 102, "dex", -1, 20, 20, "pierce", -1, 50, 50, "att", -1, 50, 50, "dmg%", -1, 50, 50, "swing2", -1, 20, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Hellcast", 0, 1, -1, 1, -1, 36, 27, "hxb", "Heavy Crossbow", -1, -1, 5, 5000, "dgld", "", "", "invhxbu", "", -1, "", "explosivearrow", -1, 5, 5, "res-fire-max", -1, 15, 15, "res-fire", -1, 15, 15, "att", -1, 70, 70, "swing2", -1, 20, 20, "dmg%", -1, 70, 80, "dmg-fire", -1, 15, 35, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Doomspittle", 0, 1, -1, 1, -1, 38, 28, "rxb", "Repeating Crossbow", -1, -1, 5, 5000, "lpur", "", "", "invrxbu", "", -1, "", "ama", -1, 1, 1, "pierce", -1, 35, 35, "swing3", -1, 30, 30, "hp", -1, 15, 15, "dmg%", -1, 60, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"War Bonnet", 0, 1, -1, 1, -1, 4, 3, "cap", "Cap", -1, -1, 5, 5000, "dpur", "", "", "invcapu", "", -1, "", "hp", -1, 15, 15, "att", -1, 30, 30, "dmg%", -1, 30, 30, "mana", -1, 15, 15, "ac", -1, 14, 14, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Tarnhelm", 0, 1, -1, 1, -1, 20, 15, "skp", "Skull Cap", -1, -1, 5, 5000, "oran", "oran", "", "", "", -1, "", "gold%", -1, 75, 75, "mag%", -1, 25, 50, "allskills", -1, 1, 1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Coif of Glory", 0, 1, -1, 1, -1, 19, 14, "hlm", "Helm", -1, -1, 5, 5000, "whit", "", "", "invhlmu", "", -1, "", "light-thorns", -1, 7, 7, "stupidity", -1, 1, 1, "res-ltng", -1, 15, 15, "ac-miss", -1, 100, 100, "ac", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Duskdeep", 0, 1, -1, 1, -1, 23, 17, "fhl", "Full Helm", -1, -1, 5, 5000, "lgry", "", "", "invfhlu", "", -1, "", "light", -1, -2, -2, "res-all", -1, 15, 15, "red-dmg", -1, 7, 7, "dmg-max", -1, 8, 8, "ac", -1, 10, 20, "ac%", -1, 30, 50, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Wormskull", 0, 1, -1, 1, -1, 28, 21, "bhm", "Bone Helm", -1, -1, 5, 5000, "lgrn", "", "", "invbhmu", "", -1, "", "nec", -1, 1, 1, "lifesteal", -1, 5, 5, "mana", -1, 10, 10, "res-pois", -1, 25, 25, "dmg-pois", 200, 102, 102, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Howltusk", 0, 1, -1, 1, -1, 34, 25, "ghm", "Great Helm", -1, -1, 5, 5000, "dgry", "dgry", "", "", "", -1, "", "red-mag", -1, 2, 2, "thorns", -1, 3, 3, "ac%", -1, 80, 80, "dmg-to-mana", -1, 35, 35, "knock", -1, 1, 1, "howl", -1, 33, 33, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Undead Crown", 0, 1, -1, 1, -1, 39, 29, "crn", "Crown", -1, -1, 5, 5000, "blac", "blac", "", "", "", -1, "", "lifesteal", -1, 5, 5, "ac", -1, 40, 40, "res-pois", -1, 50, 50, "half-freeze", -1, 1, 1, "ac%", -1, 30, 60, "dmg-undead", -1, 50, 50, "att-undead", -1, 50, 100, "skill", 69, 3, 3, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Face of Horror", 0, 1, -1, 1, -1, 27, 20, "msk", "Mask", -1, -1, 5, 5000, "lblu", "lblu", "", "", "", -1, "", "howl", -1, 64, 64, "str", -1, 20, 20, "res-all", -1, 10, 10, "dmg-undead", -1, 50, 50, "ac", -1, 25, 25, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Greyform", 0, 1, -1, 1, -1, 10, 7, "qui", "Quilted Armor", -1, -1, 5, 5000, "lgry", "lgry", "", "", "", -1, "", "red-mag", -1, 3, 3, "res-cold", -1, 20, 20, "res-fire", -1, 20, 20, "dex", -1, 10, 10, "lifesteal", -1, 5, 5, "ac", -1, 20, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Blinkbats Form", 0, 1, -1, 1, -1, 16, 12, "lea", "Leather Armor", -1, -1, 5, 5000, "dred", "dred", "", "", "", -1, "", "ac-miss", -1, 50, 50, "move2", -1, 10, 10, "ac", -1, 25, 25, "fire-min", -1, 3, 3, "fire-max", -1, 6, 6, "balance2", -1, 40, 40, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Centurion", 0, 1, -1, 1, -1, 19, 14, "hla", "Hard Leather", -1, -1, 5, 5000, "cred", "cred", "", "", "", -1, "", "ac", -1, 30, 30, "att", -1, 50, 50, "red-dmg", -1, 2, 2, "hp", -1, 15, 15, "mana", -1, 15, 15, "stam", -1, 15, 15, "regen", -1, 5, 5, "stamdrain", -1, 25, 25, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Twitchthroe", 0, 1, -1, 1, -1, 22, 16, "stu", "Studded Leather", -1, -1, 5, 5000, "lgrn", "lgrn", "", "", "", -1, "", "swing2", -1, 20, 20, "dex", -1, 10, 10, "block", -1, 25, 25, "ac", -1, 25, 25, "str", -1, 10, 10, "balance2", -1, 20, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Darkglow", 0, 1, -1, 1, -1, 19, 14, "rng", "Ring Mail", -1, -1, 5, 5000, "dgrn", "dgrn", "", "", "", -1, "", "att", -1, 20, 20, "res-all-max", -1, 5, 5, "light", -1, 3, 3, "ac-hth", -1, 50, 50, "res-all", -1, 10, 10, "ac%", -1, 70, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Hawkmail", 0, 1, -1, 1, -1, 20, 15, "scl", "Scale Mail", -1, -1, 5, 5000, "cgrn", "cgrn", "", "", "", -1, "", "ac%", -1, 80, 100, "res-cold-max", -1, 15, 15, "res-cold", -1, 15, 15, "nofreeze", -1, 1, 1, "move2", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Sparking Mail", 0, 1, -1, 1, -1, 23, 17, "chn", "Chain Mail", -1, -1, 5, 5000, "lyel", "lyel", "", "", "", -1, "", "ac%", -1, 75, 85, "dmg-ltng", -1, 1, 20, "light-thorns", -1, 10, 14, "res-ltng", -1, 30, 30, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Venomsward", 0, 1, -1, 1, -1, 27, 20, "brs", "Breast Plate", -1, -1, 5, 5000, "dyel", "dyel", "", "", "", -1, "", "res-pois-max", -1, 15, 15, "res-pois-len", -1, 50, 50, "res-pois", -1, 90, 90, "light", -1, 2, 2, "ac%", -1, 60, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Iceblink", 0, 1, -1, 1, -1, 30, 22, "spl", "Splint Mail", -1, -1, 5, 5000, "lgld", "lgld", "", "", "", -1, "", "freeze", -1, 1, 1, "res-cold", -1, 30, 30, "light", -1, 4, 4, "red-mag", -1, 1, 1, "ac%", -1, 70, 80, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Boneflesh", 0, 1, -1, 1, -1, 35, 26, "plt", "Plate Mail", -1, -1, 5, 5000, "dgld", "dgld", "", "", "", -1, "", "lifesteal", -1, 5, 5, "ac%", -1, 100, 120, "att", -1, 35, 35, "openwounds", -1, 25, 25, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Rockfleece", 0, 1, -1, 1, -1, 38, 28, "fld", "Field Plate", -1, -1, 5, 5000, "dgry", "dgry", "", "", "", -1, "", "ease", -1, -10, -10, "ac%", -1, 100, 130, "red-dmg%", -1, 10, 10, "red-dmg", -1, 5, 5, "str", -1, 5, 5, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Rattlecage", 0, 1, -1, 1, -1, 39, 29, "gth", "Gothic Plate", -1, -1, 5, 5000, "dpur", "dpur", "", "", "", -1, "", "howl", -1, 52, 52, "att", -1, 45, 45, "crush", -1, 25, 25, "ac", -1, 200, 200, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Goldskin", 0, 1, -1, 1, -1, 38, 28, "ful", "Full Plate Mail", -1, -1, 5, 5000, "oran", "", "", "invfulu", "", -1, "", "ac%", -1, 120, 150, "res-all", -1, 35, 35, "thorns", -1, 10, 10, "light", -1, 2, 2, "gold%", -1, 100, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Victors Silk", 0, 1, -1, 1, -1, 38, 28, "aar", "AncientArmor", -1, -1, 5, 5000, "dblu", "", "", "invaaru", "", -1, "", "manasteal", -1, 5, 5, "allskills", -1, 1, 1, "light", -1, 2, 2, "ac%", -1, 100, 120, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Heavenly Garb", 0, 1, -1, 1, -1, 39, 29, "ltp", "Light Plate", -1, -1, 5, 5000, "cblu", "cblu", "", "", "", -1, "", "ac%", -1, 100, 100, "res-all", -1, 10, 10, "regen-mana", -1, 25, 25, "enr", -1, 15, 15, "dmg-undead", -1, 50, 50, "att-undead", -1, 100, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Pelta Lunata", 0, 1, -1, 1, -1, 3, 2, "buc", "Buckler", -1, -1, 5, 5000, "whit", "", "", "invbucu", "", -1, "", "ac", -1, 30, 30, "vit", -1, 10, 10, "str", -1, 2, 2, "enr", -1, 10, 10, "ac%", -1, 30, 40, "block", -1, 20, 20, "block2", -1, 40, 40, "dur", -1, 8, 12, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Umbral Disk", 0, 1, -1, 1, -1, 12, 9, "sml", "Small Shield", -1, -1, 5, 5000, "lgry", "", "", "invsmlu", "", -1, "", "stupidity", -1, 1, 1, "dex", -1, 10, 10, "ac", -1, 30, 30, "hp", -1, 20, 20, "light", -1, -2, -2, "ac%", -1, 40, 50, "block", -1, 30, 30, "dur", -1, 10, 15, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Stormguild", 0, 1, -1, 1, -1, 18, 13, "lrg", "Large Shield", -1, -1, 5, 5000, "dgry", "", "", "invlrgu", "", -1, "", "red-mag", -1, 1, 1, "res-ltng", -1, 25, 25, "ac", -1, 30, 30, "dmg-ltng", -1, 1, 6, "ac%", -1, 50, 60, "block", -1, 30, 30, "light-thorns", -1, 3, 3, "dur", -1, 10, 15, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Wall of the Eyeless", 0, 1, -1, 1, -1, 27, 20, "bsh", "Bone Shield", -1, -1, 5, 5000, "lgld", "", "", "invbshu", "", -1, "", "mana-kill", -1, 5, 5, "manasteal", -1, 3, 3, "cast2", -1, 20, 20, "res-pois", -1, 20, 20, "ac%", -1, 30, 40, "ac", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Swordback Hold", 0, 1, -1, 1, -1, 20, 15, "spk", "Spiked Shield", -1, -1, 5, 5000, "lred", "", "", "invspku", "", -1, "", "thorns", -1, 5, 5, "block", -1, 20, 20, "openwounds", -1, 50, 50, "bloody", -1, 3, 5, "ac%", -1, 30, 60, "thorns", -1, 5, 5, "ac", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Steelclash", 0, 1, -1, 1, -1, 23, 17, "kit", "Kite Shield", -1, -1, 5, 5000, "blac", "", "", "invkitu", "", -1, "", "block", -1, 25, 25, "pal", -1, 1, 1, "red-dmg", -1, 3, 3, "light", -1, 3, 3, "ac%", -1, 60, 100, "block2", -1, 20, 20, "res-all", -1, 15, 15, "ac", -1, 20, 20, "dur", -1, 15, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Bverrit Keep", 0, 1, -1, 1, -1, 26, 19, "tow", "Tower Shield", -1, -1, 5, 5000, "lblu", "", "", "invtowu", "", -1, "", "ac", -1, 30, 30, "res-fire", -1, 75, 75, "str", -1, 5, 5, "red-mag", -1, 5, 5, "ac%", -1, 80, 120, "block", -1, 10, 10, "dur", -1, 80, 100, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Ward", 0, 1, -1, 1, -1, 35, 26, "gts", "Gothic Shield", -1, -1, 5, 5000, "dblu", "", "", "invgtsu", "", -1, "", "ac", -1, 40, 40, "red-mag", -1, 2, 2, "str", -1, 10, 10, "block", -1, 10, 10, "ac%", -1, 100, 100, "res-all", -1, 30, 50, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Hand of Broc", 0, 1, -1, 1, -1, 7, 5, "lgl", "Gloves", -1, -1, 5, 5000, "cblu", "cblu", "", "", "", -1, "", "manasteal", -1, 3, 3, "lifesteal", -1, 3, 3, "res-pois", -1, 10, 10, "mana", -1, 20, 20, "ac", -1, 10, 10, "ac%", -1, 10, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Bloodfist", 0, 1, -1, 1, -1, 12, 9, "vgl", "Heavy Gloves", -1, -1, 5, 5000, "oran", "oran", "", "", "", -1, "", "dmg-min", -1, 5, 5, "hp", -1, 40, 40, "balance2", -1, 30, 30, "ac", -1, 10, 10, "ac%", -1, 10, 20, "swing2", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Chance Guards", 0, 1, -1, 1, -1, 20, 15, "mgl", "Bracers", -1, -1, 5, 5000, "lred", "lred", "", "", "", -1, "", "gold%", -1, 200, 200, "mag%", -1, 25, 40, "att", -1, 25, 25, "ac", -1, 15, 15, "light", -1, 2, 2, "ac%", -1, 20, 30, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Magefist", 0, 1, -1, 1, -1, 31, 23, "tgl", "Light Gauntlets", -1, -1, 5, 5000, "lgry", "lgry", "", "", "", -1, "", "cast3", -1, 20, 20, "regen-mana", -1, 25, 25, "fireskill", -1, 1, 1, "dmg-fire", -1, 1, 6, "ac", -1, 10, 10, "ac%", -1, 20, 30, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Frostburn", 0, 1, -1, 1, -1, 39, 29, "hgl", "Gauntlets", -1, -1, 5, 5000, "dred", "dred", "", "", "", -1, "", "ac", -1, 30, 30, "dmg%", -1, 5, 5, "mana%", -1, 40, 40, "dmg-cold", 50, 1, 6, "ac%", -1, 10, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Hotspur", 0, 1, -1, 1, -1, 7, 5, "lbt", "Leather Boots", -1, -1, 5, 5000, "cred", "cred", "", "", "", -1, "", "res-fire-max", -1, 15, 15, "hp", -1, 15, 15, "dmg-fire", -1, 3, 6, "ac", -1, 6, 6, "res-fire", -1, 45, 45, "ac%", -1, 10, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Gorefoot", 0, 1, -1, 1, -1, 12, 9, "vbt", "Heavy Boots", -1, -1, 5, 5000, "dblu", "dblu", "", "", "", -1, "", "bloody", -1, 3, 5, "move2", -1, 20, 20, "manasteal", -1, 2, 2, "thorns", -1, 2, 2, "ac", -1, 12, 12, "ac%", -1, 20, 30, "skill", 132, 2, 2, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Treads of Cthon", 0, 1, -1, 1, -1, 20, 15, "mbt", "Chain Boots", -1, -1, 5, 5000, "lgrn", "lgrn", "", "", "", -1, "", "move2", -1, 30, 30, "ac-miss", -1, 50, 50, "stamdrain", -1, 50, 50, "hp", -1, 10, 10, "ac", -1, 12, 12, "ac%", -1, 30, 40, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Goblin Toe", 0, 1, -1, 1, -1, 30, 22, "tbt", "Light Plate Boots", -1, -1, 5, 5000, "dgry", "dgry", "", "", "", -1, "", "crush", -1, 25, 25, "red-dmg", -1, 1, 1, "red-mag", -1, 1, 1, "ac", -1, 15, 15, "light", -1, -1, -1, "ac%", -1, 50, 60, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Tearhaunch", 0, 1, -1, 1, -1, 39, 29, "hbt", "Plate Boots", -1, -1, 5, 5000, "dgrn", "dgrn", "", "", "", -1, "", "ac", -1, 35, 35, "str", -1, 5, 5, "dex", -1, 5, 5, "move2", -1, 20, 20, "res-all", -1, 10, 10, "ac%", -1, 60, 80, "skill", 115, 2, 2, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Lenyms Cord", 0, 1, -1, 1, -1, 10, 7, "lbl", "Sash", -1, -1, 5, 5000, "cgrn", "cgrn", "", "", "", -1, "", "mana", -1, 15, 15, "regen-mana", -1, 30, 30, "res-all", -1, 5, 5, "light", -1, 1, 1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Snakecord", 0, 1, -1, 1, -1, 16, 12, "vbl", "Light Belt", -1, -1, 5, 5000, "blac", "blac", "", "", "", -1, "", "dmg-pois", 75, 40, 40, "res-pois", -1, 25, 25, "ac", -1, 10, 10, "ac%", -1, 20, 30, "regen", -1, 5, 5, "res-pois-len", -1, 50, 50, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Nightsmoke", 0, 1, -1, 1, -1, 27, 20, "mbl", "Belt", -1, -1, 5, 5000, "lyel", "lyel", "", "", "", -1, "", "res-all", -1, 10, 10, "dmg-to-mana", -1, 50, 50, "mana", -1, 20, 20, "red-dmg", -1, 2, 2, "ac", -1, 15, 15, "ac%", -1, 30, 50, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Goldwrap", 0, 1, -1, 1, -1, 36, 27, "tbl", "Heavy Belt", -1, -1, 5, 5000, "lblu", "lblu", "", "", "", -1, "", "mag%", -1, 30, 30, "light", -1, 2, 2, "ac", -1, 25, 25, "swing2", -1, 10, 10, "ac%", -1, 40, 60, "gold%", -1, 50, 80, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Bladebuckle", 0, 1, -1, 1, -1, 39, 29, "hbl", "Girdle", -1, -1, 5, 5000, "dyel", "dyel", "", "", "", -1, "", "thorns", -1, 8, 8, "ac", -1, 30, 30, "red-dmg", -1, 3, 3, "str", -1, 5, 5, "dex", -1, 10, 10, "ac%", -1, 80, 100, "balance2", -1, 30, 30, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Nokozan Relic", 0, 1, -1, 20, -1, 14, 10, "amu", "Amulet", -1, -1, 5, 5000, "lgld", "", "", "", "", -1, "", "dmg-fire", -1, 3, 6, "res-fire-max", -1, 10, 10, "res-fire", -1, 50, 50, "light", -1, 3, 3, "balance2", -1, 20, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Eye of Etlich", 0, 1, -1, 5, -1, 20, 15, "amu", "Amulet", -1, -1, 5, 5000, "dgld", "", "", "", "", -1, "", "ac-miss", -1, 10, 40, "light", -1, 1, 5, "allskills", -1, 1, 1, "lifesteal", -1, 3, 7, "cold-min", -1, 1, 2, "cold-max", -1, 3, 5, "cold-len", -1, 50, 250, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Mahim-Oak Curio", 0, 1, -1, 10, -1, 34, 25, "amu", "Amulet", -1, -1, 5, 5000, "lpur", "", "", "", "", -1, "", "dex", -1, 10, 10, "str", -1, 10, 10, "enr", -1, 10, 10, "vit", -1, 10, 10, "ac", -1, 10, 10, "att%", -1, 10, 10, "res-all", -1, 10, 10, "ac%", -1, 10, 10, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Nagelring", 0, 1, -1, 15, -1, 10, 7, "rin", "Ring", -1, -1, 5, 5000, "dpur", "", "", "", "", -1, "", "red-mag", -1, 3, 3, "thorns", -1, 3, 3, "att", -1, 50, 75, "mag%", -1, 15, 30, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"Manald Heal", 0, 1, -1, 15, -1, 20, 15, "rin", "Ring", -1, -1, 5, 5000, "oran", "", "", "", "", -1, "", "manasteal", -1, 4, 7, "regen", -1, 5, 8, "hp", -1, 20, 20, "regen-mana", -1, 20, 20, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
"The Stone of Jordan", 0, 1, -1, 1, -1, 39, 29, "rin", "Ring", -1, -1, 5, 5000, "whit", "", "", "", "", -1, "", "mana", -1, 20, 20, "mana%", -1, 25, 25, "ltng-min", -1, 1, 1, "allskills", -1, 1, 1, "ltng-max", -1, 12, 12, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1, "", -1, -1, -1
